SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0232353,Meda North Ext 1,Meda North Gravel Extension 1,Mine,Openpit,Operating,J02445,Lennard and May Rivers / Martin,123.965347,-17.385697,602546,8077518,51,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3663,DERBY,SE51-07,DERBY,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20221013
S0232359,Savannah,Savannah Quarry / JSW,Mine,Openpit,Operating,J00842,Kununurra / JSW,128.411305,-15.862926,436971,8246138,52,Agg,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,4566,ERSKINE,SD52-14,CAMBRIDGE GULF,"WYNDHAM-EAST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",80,KIMBERLEY M.F.,Kalkarindji Large Igneous Province,20221013
S0232361,Turner Sand / North,Turner River Sand / North,Mine,Openpit,Operating,J04625,Turner River / North,118.4776,-20.515924,654067,7730728,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2556,YULE,SF50-03,ROEBOURNE,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Split Rock Supersuite,20221013
S0232364,Old Gingin Road Lot 52 Pit B,Old Gingin Road Lot 52 Muchea Pit B,Mine,Openpit,Operating,J04623,Old Gingin Road Muchea Sand,115.9783,-31.513391,402986,6513047,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20221013
S0232366,Old Gingin Road Lot 52 Pit C,Old Gingin Road Lot 52 Muchea Pit C,Mine,Openpit,Operating,J04623,Old Gingin Road Muchea Sand,115.972267,-31.501263,402401,6514386,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2034,PERTH,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20221013
S0232375,Jandakot Rd Lot 130 East/NLG,Jandakot Road Lot 130 Banjup - East / NLG,Mine,Openpit,Operating,J01821,Banjup - Jandakot Road / NLG,115.89304,-32.114865,395569,6446296,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"COCKBURN, CITY OF",METRO,70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0232393,Turner River South M45/1193,Turner River South M45/1193 / Hanson,Mine,Openpit,Operating,J01724,Turner River / Hanson Construction,118.486208,-20.537142,654944,7728371,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2556,YULE,SF50-03,ROEBOURNE,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Split Rock Supersuite,20221013
S0232398,King Rd Lot 102/Urban Resources,King Road Lot 102 Oldbury / Urban Resources,Mine,Openpit,Operating,J04692,Oldbury / Urban Resources,115.908158,-32.263047,397163,6429884,50,Sdc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0232399,Martin Rd Lot 202 / Catalano 1,Martin Rd Lot 202 Mornington / Catalano 1,Mine,Openpit,Operating,J03290,Harvey-Bunbury / Catalano,115.920149,-33.167366,399313,6329639,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0232400,"Martin Rd Lot 202, 104 / Catalano 2","Martin Rd Lot 202, 104 Mornington / Catalano 2",Mine,Openpit,Operating,J03290,Harvey-Bunbury / Catalano,115.928795,-33.173186,400126,6329002,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0232401,Hopeland Rd Lot 371/Goodfeel,Hopeland Road Lot 371 Hopeland / Goodfeel,Mine,Openpit,Operating,J04691,Hopeland / Goodfeel,115.906023,-32.395436,397111,6415206,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2033,FREMANTLE,SI50-02,PINJARRA,"SERPENTINE-JARRAHDALE, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0232402,Capel-Tutunup Road Ludlow Lots 12 and 13 Pit 1,Capel-Tutunup Road Ludlow Lots 12 and 13 Pit 1,Mine,Openpit,Operating,J04690,Ludlow / Rumenos,115.547184,-33.600969,365206,6281140,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"CAPEL, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
S0232405,Caves Road Lot 61 Naturaliste ,Caves Road Lot 61 Naturaliste,Mine,Openpit,Operating,J04693,Dunsborough / Coleman,115.058841,-33.627837,319947,6277418,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20221013
S0232407,Wilga Granite 2,Wilga Granite 2,Mine,Openpit,Operating,J04041,Port Hedland / Stirling-Swan,118.961066,-20.415914,704624,7741271,50,Aggm Gran Agg Sd Brck,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2657,PORT HEDLAND,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Sisters Supersuite,20221013
S0232453,Whirling Dervish UG,Whirling Dervish Underground,Mine,Decline,Operating,J02241,Carosue Dam - Khartoum,122.357732,-30.141997,438142,6665306,51,Au Ag,Precious metal,GOLD,Whirling Dervish,N,,Y,,Operating Mine,Public,3337,MULGABBIE,SH51-10,KURNALPI,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",31,YERILLA,Eastern Goldfields Superterrane,20221013
S0232461,Deep South UG,Deep South - South Laverton Underground,Mine,Decline,Operating,J04020,Deep South - Safari Bore,122.548563,-29.54581,456263,6731456,51,Au Ag,Precious metal,GOLD,Deep South,N,,Y,,Operating Mine,Public,3438,YABBOO,SH51-06,EDJUDINA,"MENZIES, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20221013
S0232472,F1,Koolyanobbing F1,Mine,Openpit,Operating,J00559,Koolyanobbing Iron,119.604352,-30.869792,749005,6581923,50,Fe,Iron,IRON ORE,,N,,,,,Public,2836,SEABROOK,SH50-12,JACKSON,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20221013
S0232476,Mt Magnet North/Main Roads,Mt Magnet North Gravel pit / Main Roads,Mine,Openpit,Operating,J04635,Murchison-Gascoyne / Main Roads ,117.745482,-28.127141,573213,6888489,50,Gvl Sdc,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2441,MOUNT MAGNET,SH50-03,KIRKALOCKA,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",58,MT. MAGNET,Youanmi Terrane,20221013
S0232478,Yalgoo Gravel pit 1/Main Roads,Yalgoo Gravel pit 1 / Main Roads,Mine,Openpit,Operating,J04635,Murchison-Gascoyne / Main Roads ,116.584697,-28.352868,459300,6863638,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2241,YALGOO,SH50-02,YALGOO,"YALGOO, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Yilgarn Craton granites,20221013
S0232494,Stanley Rd Lot 50/Peel Resource,Stanley Rd Wellesley Lot 50 / Peel Resource Recovery,Mine,Openpit,Operating,J04764,Harvey / Peel Resource Recovery,115.744118,-33.242231,382999,6321156,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
S0232496,Stanley Rd Lot 43/Resource Recovery,Stanley Rd Wellesley Lot 43 / Peel Resource Recovery,Mine,Openpit,Operating,J04764,Harvey / Peel Resource Recovery,115.752093,-33.246319,383747,6320711,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
S0232503,Morley Rd Lot 22/McIntosh,Morley Rd Lot 22 Youngs Siding / McIntosh,Mine,Openpit,Operating,J04642,Youngs Siding / McIntosh,117.488272,-34.992711,544560,6127656,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2328,DENMARK,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20221013
S0232531,Tutunup Rd Lot 77-78/BCP,Tutunup Rd Lot 77-78 Tutunup / BCP,Mine,Openpit,Operating,J04649,Busselton / BCP,115.530867,-33.670137,363801,6273449,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
S0232565,Waterbank Pindan,Waterbank Pindan / Gundara,Mine,Openpit,Operating,J04448,Broome Pindan Sand / Gundara,122.268074,-17.884122,422464,8022483,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3362,BROOME,SE51-06,BROOME,"BROOME, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Jurgurra Terrace,20221013
S0232566,Wickham/Norwest,Wickham / Norwest,Mine,Openpit,Operating,J04328,Cossack-Wickham Aggregate / Norwest,117.144794,-20.657808,515082,7715716,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2356,ROEBOURNE,SF50-03,ROEBOURNE,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Gorge Creek Basin,20221013
S0232596,McAlinden Rd Lot 3729/Coalcliff,McAlinden Rd Lot 3729 Bowelling / Coalcliff,Mine,Openpit,Operating,J04656,Collie / Coalcliff,116.300647,-33.539001,435069,6288738,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2130,BRIDGETOWN,SI50-06,COLLIE,"WEST ARTHUR, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0232605,Lake Morris Gypsum,Lake Morris Gypsum,Mine,Openpit,Operating,J01165,Lakes Cobham-Morris Gypsum / Grant,119.238977,-33.478266,708041,6293447,50,Gp,Industrial mineral,GYPSUM,,N,,,,,Public,2731,NEWDEGATE,SI50-08,NEWDEGATE,"LAKE GRACE, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0232638,Lawson Rd Lot 1123 Palmer / Coalcliff,Lawson Rd Lot 1123 Palmer / Coalcliff,Mine,Openpit,Operating,J04656,Collie / Coalcliff,116.228544,-33.294444,428173,6315805,50,Gvl Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0232639,Quinns Rd Lot 2163 Shotts/Coalcliff,Quinns Rd Lot 2163 Shotts / Coalcliff,Mine,Openpit,Operating,J04656,Collie / Coalcliff,116.270075,-33.355324,432087,6309083,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2131,COLLIE,SI50-06,COLLIE,"COLLIE, SHIRE OF","SOUTH WEST, Development Region",12,COLLIE RIVER M.F.,Collie Sub-basin,20221013
S0232679,Corinthia Decline,Corinthia Decline / Corinthian,Mine,Decline,Operating,J04602,Corinthia / Corinthian Mining,119.219675,-31.12141,711660,6554823,50,Au Ag,Precious metal,GOLD,Corinthia,N,,Y,,Operating Mine,Public,2735,SOUTHERN CROSS,SH50-16,SOUTHERN CROSS,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20221013
S0232691,Mt Regal North/Hanson,Mt Regal North / Hanson,Mine,Openpit,Operating,J00850,Mt Regal / Hanson Construction,116.751931,-20.819126,474187,7697850,50,Agg Bas Brck Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2256,DAMPIER,SF50-02,DAMPIER,"KARRATHA, CITY OF","PILBARA, Development Region",47,WEST PILBARA M.F.,Regal Terrane,20221013
S0232704,Jindong-Treeton Road Lot 4201 Sand/Leeuwin,Jindong-Treeton Road Kaloorup Lot 4201 Sand / Leeuwin,Mine,Openpit,Operating,J04675,Busselton-Cowaramup / Leeuwin Civil,115.206694,-33.766061,333929,6262337,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Vasse Shelf,20221013
S0232735,Boyup Brook Rd Lot 74/Greenside ,Boyup Brook Rd Beelerup Lot 74 / Greenside,Mine,Openpit,Operating,J04679,Beelerup / Greenside ,115.86353,-33.569142,394519,6285036,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
S0232736,Boyup Brook Road Lot 297/Greenside,Boyup Brook Road Beelerup Lot 297 / Greenside,Mine,Openpit,Operating,J04679,Beelerup / Greenside ,115.862729,-33.573546,394450,6284547,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
S0232738,Harris Rd Lot 1503 / Ghasseb,Harris Rd Lot 1503 Myalup / Ghasseb,Mine,Openpit,Operating,J06188,Myalup / Ghasseb,115.699632,-33.004656,378527,6347446,50,Sd Lst,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0232739,Midlands Rd Lot 1 Sand/Forward,Midlands Rd Lot 1 Mt Horner Sand / Forward,Mine,Openpit,Operating,J04682,Mingenew / Forward,115.15693,-29.194689,320806,6769038,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1939,MINGENEW,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Dandaragan Trough,20221013
S0232740,Midlands Rd Lot 1 Gravel/Forward,Midlands Rd Lot 1 Mt Horner Gravel / Forward,Mine,Openpit,Operating,J04682,Mingenew / Forward,115.160021,-29.197307,321111,6768753,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1939,MINGENEW,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Dandaragan Trough,20221013
S0232741,Great Northern Hwy Lot M1920 Sand/Sweetman,Great Northern Hwy Lot M1920 Muchea Sand / Sweetman,Mine,Openpit,Operating,J04683,Muchea / Sweetman,116.016544,-31.541814,406646,6509930,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20221013
S0232742,Great Northern Hwy Lot M1920 Gravel/Sweetman,Great Northern Hwy Lot M1920 Muchea Gravel / Sweetman,Mine,Openpit,Operating,J04683,Muchea / Sweetman,116.01358,-31.542885,406366,6509809,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20221013
S0232745,Lake Cifton Rd Lot 1001/Cougar,Lake Cifton Rd Lot 1001 Lake Clifton / Cougar,Mine,Openpit,Operating,J04685,Lake Clifton / Cougar,115.717355,-32.828703,379945,6366974,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"WAROONA, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0232751,Gilbeys South,Gilbeys South,Mine,Openpit,Operating,J02013,Dalgaranga - Gilbeys,117.25727,-27.852407,525330,6919120,50,Au Ag,Precious metal,GOLD,,N,,,,,Public,2342,DALGARANGA,SG50-15,CUE,"MOUNT MAGNET, SHIRE OF","MID-WEST, Development Region",59,YALGOO M.F.,Youanmi Terrane,20221013
S0232764,Ken Bell Rd Lot 141/Doyle,Ken Bell Rd Lot 141 Boyanup / Doyle,Mine,Openpit,Operating,J04687,Boyanup / Carlo Doyle,115.67188,-33.444883,376555,6298603,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"CAPEL, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
S0232765,Yates Rd Lot 828/Carbone 1,Yates Rd Capel Lot 828 / Carbone 1,Mine,Openpit,Operating,J03370,South West Operations  / Carbone,115.688944,-33.632612,378404,6277807,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"CAPEL, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
S0232766,Yates Rd Lot 828/Carbone 2,Yates Rd Capel Lot 828 / Carbone 2,Mine,Openpit,Operating,J03370,South West Operations  / Carbone,115.687969,-33.63875,378322,6277126,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"CAPEL, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
S0232768,Myalup State Forest 1,Myalup State Forest Limestone / FPC 1,Mine,Openpit,Operating,J04688,Myalup State Forest Limestone / FPC,115.749308,-32.943311,383087,6354304,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0232771,Myalup State Forest 4,Myalup State Forest Limestone / FPC 4,Mine,Openpit,Operating,J04688,Myalup State Forest Limestone / FPC,115.76704,-33.042775,384874,6343296,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0232795,Myalup State Forest 5,Myalup State Forest Limestone / FPC 5,Mine,Openpit,Operating,J04688,Myalup State Forest Limestone / FPC,115.731523,-32.875279,381334,6361826,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2032,PINJARRA,SI50-02,PINJARRA,"WAROONA, SHIRE OF","PEEL, Development Region",70,SOUTH WEST M.F.,Mandurah Terrace,20221013
S0232798,Wandena Rd Lot 6/Boral ,Wandena Rd Lot 6 Muchea / Boral,Mine,Openpit,Operating,J02056,Muchea - Bullsbrook North / Boral,116.023152,-31.571753,407303,6506617,50,Cyfi Shale Gvl,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20221013
S0232803,Wandena Rd 5,Muchea - Wandena Rd 5,Mine,Openpit,Operating,J02056,Muchea - Bullsbrook North / Boral,116.022486,-31.565278,407234,6507334,50,Cyfi,Construction material,CLAYS,,N,,,,,Public,2134,WOOROLOO,SH50-14,PERTH,"CHITTERING, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20221013
S0232834,Red Hill Creek West,Red Hill Creek West,Mine,Openpit,Under Development,J00753,West Pilbara - Red Hill / API,116.292816,-22.077104,427042,7558469,50,Fe,Iron,IRON ORE,,N,,,,,Public,2153,MOUNT STUART,SF50-10,WYLOO,"ASHBURTON, SHIRE OF","PILBARA, Development Region",8,ASHBURTON M.F.,Hamersley Basin,20221013
S0232857,Exmouth Sand / Kiesey-Ogg,Exmouth Sand / Kiesey-Ogg,Mine,Openpit,Operating,J04703,Exmouth Sand / Kiesey-Ogg,114.122036,-21.871558,202576,7578605,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1754,EXMOUTH,SF50-05,ONSLOW,"EXMOUTH, SHIRE OF","GASCOYNE, Development Region",8,ASHBURTON M.F.,Exmouth Sub-basin,20221013
S0232873,W7 New,Windarling W7 New,Mine,Openpit,Operating,J00559,Koolyanobbing Iron,119.245668,-30.006664,716603,6678353,50,Fe,Iron,IRON ORE,,N,,,,,Public,2737,JACKSON,SH50-12,JACKSON,"YILGARN, SHIRE OF","WHEATBELT, Development Region",77,YILGARN M.F.,Youanmi Terrane,20221013
S0232876,Burnside Rd Gravel 1 Lot 9500/MREG,Burnside Road Gravel 1 Lot 9500 Burnside / MREG,Mine,Openpit,Operating,J04706,Margaret River / Margaret River Earth Cartage,115.023884,-33.933787,317355,6243427,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20221013
S0232949,Goodwood Rd Lot 2413/Catalano,Goodwood Rd Lot 2413 Paynedale / Catalano,Mine,Openpit,Operating,J04711,Paynedale / Catalano,115.794669,-33.608741,388179,6280574,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
S0232991,Scahill Gravel,Scahill Gravel,Mine,Openpit,Operating,J04158,Scahill Sand-Gravel,121.278389,-31.191218,335962,6547929,51,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3135,YILMIA,SH51-13,BOORABBIN,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Yilgarn Craton granites,20221013
S0233005,Cataby Pit 11,Cataby Pit 11,Mine,Openpit,Operating,J00478,Cataby / Iluka,115.527268,-30.752195,359034,6596934,50,HM Ilm Zrn Rt Leu St Grt Mnz,Speciality metal,HEAVY MINERAL SANDS,,N,,,,,Public,2036,DANDARAGAN,SH50-10,MOORA,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Coomallo Trough,20221013
S0233021,Cataby Pit 13,Cataby Pit 13,Mine,Openpit,Operating,J00478,Cataby / Iluka,115.532602,-30.737328,359523,6598589,50,HM Ilm Zrn Leu Rt St Grt Mnz,Speciality metal,HEAVY MINERAL SANDS,,N,,,,,Public,2036,DANDARAGAN,SH50-10,MOORA,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Coomallo Trough,20221013
S0233023,Cataby Pit 9,Cataby Pit 9,Mine,Openpit,Operating,J00478,Cataby / Iluka,115.545886,-30.743243,360804,6597950,50,HM Ilm Zrn Rt Leu St Grt Mnz IlmRt-syn,Speciality metal,HEAVY MINERAL SANDS,,N,,,,,Public,2036,DANDARAGAN,SH50-10,MOORA,"DANDARAGAN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Coomallo Trough,20221013
S0233045,Scrubby Hill South/Carnarvon Hardrock,Scrubby Hill South / Carnarvon Hardrock,Mine,Openpit,Operating,J02721,Scrubby Hill Limestone / Carnarvon Hardrock,113.734306,-24.770434,776497,7257706,49,Lst Agg,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,1648,CARNARVON,SG49-04,QUOBBA,"CARNARVON, SHIRE OF","GASCOYNE, Development Region",9,GASCOYNE M.F.,Gascoyne Platform,20221013
S0233075,Eagle Bay Gravel 4,Eagle Bay Gravel 4,Mine,Openpit,Operating,J03307,Eagle Bay Sand & Gravel,115.051776,-33.562188,319154,6284686,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,1930,BUSSELTON,SI50-05,BUSSELTON,"BUSSELTON, CITY OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20221013
S0233080,Sandy Ridge / Tellus,Sandy Ridge / Tellus,Mine,Openpit,Under Development,J04723,Sandy Ridge Kaolin / Tellus,120.085345,-30.356103,219838,6638151,51,Kln,Industrial mineral,CLAYS,,N,,,,,Public,2937,NEARANGING,SH51-09,KALGOORLIE,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",16,KUNANALLING,Youanmi Terrane,20221013
S0233083,Bravo Pits,Bravo - Roy Hill,Mine,Openpit,Operating,J02889,Roy Hill Iron Ore,119.925829,-22.470314,801094,7512174,50,Fe,Iron,IRON ORE,Bravo,N,,Y,,Operating Mine,Public,2853,WARRIE,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",46,NULLAGINE,Hamersley Basin,20221013
S0233084,Zulu Pits,Zulu - Roy Hill,Mine,Openpit,Operating,J02889,Roy Hill Iron Ore,119.896004,-22.443007,798081,7515259,50,Fe,Iron,IRON ORE,Zulu,N,,Y,,Operating Mine,Public,2853,WARRIE,SF50-12,ROY HILL,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",46,NULLAGINE,Hamersley Basin,20221013
S0233130,Collins Road Lot 190 / Piacentini,Collins Road Lot 190 Boyanup / Piacentini,Mine,Openpit,Operating,J03234,Capel Shire / Piacentini,115.768943,-33.467797,385607,6296173,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"CAPEL, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
