SITE_CODE,SHORT_TITLE,TITLE,SITE_TYPE,SUB_TYPE,STAGE,PROJ_CODE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,MAP_LABEL_NAME,INCLUDE_COMMODITY_FLAG,MAP_COMMODITIES,ACTIVE_FLAG,SYMBOL,MAP_SERIES,CONFIDENTIALITY,MAP_SHEET_NO_100K,MAP_SHEET_NAME_100K,MAP_SHEET_NO_250K,MAP_SHEET_NAME_250K,LGA_NAME,DEVELOPMENT_REGION,DISTRICT_NO,DISTRICT_NAME,TECTONIC_UNIT,EXTRACT_DATE
S0230599,South West Hwy Lot 287/Giacci,South West Highway Lot 287 Gwindinup / Giacci,Mine,Openpit,Operating,J04394,Bunbury - Boyanup / Giacci,115.735762,-33.519377,382593,6290417,50,Sdc Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"CAPEL, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
S0230600,South West Highway Lot 1400 North / Catalano,South West Highway Glenlynn Lot 1400 North / Catalano,Mine,Openpit,Operating,J03290,Harvey-Bunbury / Catalano,116.143114,-34.006145,420873,6236832,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2129,MANJIMUP,SI50-10,PEMBERTON,"BRIDGETOWN-GREENBUSHES, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0230601,South West Highway Lot 1400 South / Catalano,South West Highway Glenlynn Lot 1400 South / Catalano,Mine,Openpit,Operating,J03290,Harvey-Bunbury / Catalano,116.142721,-34.012427,420842,6236134,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2129,MANJIMUP,SI50-10,PEMBERTON,"BRIDGETOWN-GREENBUSHES, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0230602,Green Rd Lot 8198 Sand / Payne,Green Road Channybearup Lot 8198 Sand / Payne,Mine,Openpit,Operating,J04410,Channybearup / Payne,115.929539,-34.442143,401658,6188298,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2029,DONNELLY,SI50-10,PEMBERTON,"MANJIMUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Biranup Zone,20221013
S0230603,Nybo Rd Lots 202 and 333/APH,Nybo Rd Lots 202 and 333 Gwindinup / APH,Mine,Openpit,Operating,J04941,Gwindinup / APH,115.771075,-33.511957,385863,6291279,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"CAPEL, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
S0230607,Neptune,Neptune / St Ives,Mine,Openpit,Operating,J00178,Kambalda - St Ives,121.74552,-31.300017,380612,6536469,51,Au Ag,Precious metal,GOLD,Neptune,N,,Y,,Operating Mine,Public,3235,LAKE LEFROY,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20221013
S0230645,Nillibubbacca Quartzite,Nillibubbacca Quartzite – Quartz Sandstone,Mine,Openpit,Operating,J01542,Nillibubbaca - Yeeda / Kimberley Quarry,123.079289,-17.715082,508407,8041334,51,Sdst Dst,Construction material,DIMENSION STONE,,N,,,,,Public,3562,CLARKSON,SE51-07,DERBY,"DERBY/WEST KIMBERLEY, SHIRE OF","KIMBERLEY, Development Region",4,WEST KIMBERLEY M.F.,Fitzroy Trough,20221013
S0230661,Indee Sand,Indee Sand,Mine,Openpit,Operating,J04433,Indee Sand,118.522947,-20.758847,658545,7703794,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2656,WALLARINGA,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Mallina Basin,20221013
S0230688,Grosse Rd Lot 61 Hamelin Bay,Grosse Road Lot 61 Hamelin Bay,Mine,Openpit,Operating,J04436,Grosse Road Limesand / Doust,115.066567,-34.240378,321944,6209500,50,Lsd Aglime Lst,Construction material,LIMESTONE - LIMESAND,Grosse Road,Y,"Lsd, Aglime, Lst",Y,,Operating Mine,Public,1929,LEEUWIN,SI50-09,AUGUSTA,"AUGUSTA MARGARET RIVER, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,"Pinjarra Orogen, Leeuwin Inlier",20221013
S0230725,Turner River M45/80,Turner River M45/80 / Hanson,Mine,Openpit,Operating,J01724,Turner River / Hanson Construction,118.517865,-20.603454,658177,7721001,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2656,WALLARINGA,SF50-04,PORT HEDLAND,"PORT HEDLAND, TOWN OF","PILBARA, Development Region",45,MARBLE BAR,Split Rock Supersuite,20221013
S0230727,South Dongara Aglime,South Dongara Aglime,Mine,Openpit,Operating,J05098,South Dongara / Westdeen Aglime,114.945707,-29.314478,300498,6755421,50,Aglime Lsd Lst,Industrial mineral,LIMESTONE - LIMESAND,,N,,,,,Public,1839,DONGARA,SH50-05,DONGARA,"IRWIN, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Dongara Terrace,20221013
S0230767,Beaufort River Dolomite,Beaufort River Dolomite,Mine,Openpit,Operating,J04526,Beaufort River Dolomite,117.053423,-33.574955,504958,6284969,50,Aglime Dol,Industrial mineral,LIMESTONE - LIMESAND,Beaufort River,Y,"Aglime, Dol",Y,,Operating Mine,Public,2330,KOJONUP,SI50-07,DUMBLEYUNG,"WOODANILLING, SHIRE OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0230769,Lot 471 Murray Rd,Lot 471 Murray Rd Quallilup Lake / Triple M,Mine,Openpit,Operating,J04524,Esperance Lime / Triple M,121.52171,-33.82101,363192,6256707,51,Aglime Lsd,Industrial mineral,LIMESTONE - LIMESAND,Quallilup Lake,Y,"Aglime, Lsd",Y,,Operating Mine,Public,3230,ESPERANCE,SI51-06,ESPERANCE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Biranup Zone,20221013
S0230772,Mason Bay Lime North,Springdale Rd Lot 835 Jerdacuttup North / Mason Bay Lime,Mine,Openpit,Operating,J04523,Mason Bay Lime / Hanrahan,120.372102,-33.893008,256983,6246598,51,Aglime Lst,Industrial mineral,LIMESTONE - LIMESAND,Mason Bay,Y,"Aglime, Lst",Y,,Operating Mine,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,Scaddan Embayment,20221013
S0230773,Hopetoun-Ravensthorpe Rd Lot 8 Sth,Hopetoun-Ravensthorpe Road Lot 8 South,Mine,Openpit,Operating,J04335,Hopetoun Limestone,120.135724,-33.909116,235167,6244226,51,Sd Lsd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2930,RAVENSTHORPE,SI51-05,RAVENSTHORPE,"RAVENSTHORPE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",74,PHILLIPS RIVER M.F.,"Northern Foreland, Albany-Fraser Orogen",20221013
S0230803,Manypeaks Lime/WALCO,Manypeaks Lime / WALCO,Mine,Openpit,Operating,J04522,Manypeaks Lime / WALCO,118.19987,-34.892506,609636,6138221,50,Aglime Lst Lsd,Industrial mineral,LIMESTONE - LIMESAND,,N,,,,,Public,2528,MANYPEAKS,SI50-11,MOUNT BARKER,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20221013
S0230809,Bindaree Rd Lots 28-30/AD Contractors,Bindaree Road Lots 28-30 Cuthbert / AD Contractors,Mine,Openpit,Operating,J03143,Albany Construction Materials / AD Contractors,117.770879,-35.028612,570320,6123512,50,Lst Gvl,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20221013
S0230813,Albany Limestone/ CoA,Albany Limestone / City of Albany,Mine,Openpit,Operating,J04579,Albany Quarries / City of Albany,117.817423,-35.040101,574556,6122205,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20221013
S0230816,Albany Limestone/MRWA,Albany Limestone / Main Roads,Mine,Openpit,Operating,J04575,Albany Gravel / Main Roads,117.814039,-35.04299,574244,6121887,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20221013
S0230824,Princess Ave Lot 302,Princess Ave Lot 302,Mine,Openpit,Operating,J03143,Albany Construction Materials / AD Contractors,117.827976,-35.051397,575508,6120944,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Esperance Shelf,20221013
S0230893,Brealey - Hose North/GMA,Brealey - Hose North/GMA,Mine,Openpit,Operating,J00788,Port Gregory Garnet/GMA,114.202097,-28.077275,225038,6891076,50,Grt Ilm Zrn,Industrial mineral,HEAVY MINERAL SANDS,,N,,,,,Public,1741,HUTT,SH50-01,GERALDTON,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Gascoyne Platform,20221013
S0230898,Gruyere,Gruyere,Mine,Openpit,Operating,J04673,Yamarna - Gruyere JV,123.845213,-27.98443,583117,6904235,51,Au Ag,Precious metal,GOLD,Gruyere,N,,Y,,Operating Mine,Public,3642,YAMARNA,SG51-15,THROSSELL,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Yamarna Terrane,20221013
S0230899,Stanley Rd Lot 42/Catalano,Stanley Rd Lot 42 Wellesley / Catalano,Mine,Openpit,Operating,J03290,Harvey-Bunbury / Catalano,115.747932,-33.242456,383354,6321135,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
S0230900,Douglas Rd Lot 31/Tuss,Douglas Road Lot 31 Beeramullah / Tuss,Mine,Openpit,Operating,J04826,Gingin / Tuss,115.759799,-31.144591,381778,6553712,50,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Beermullah Trough,20221013
S0230908,Bornholm South Rd Lot 1955 Bornholm,Bornholm South Road Lot 1955 Bornholm,Mine,Openpit,Operating,J04521,Bornholm Lime / Wolfe,117.564886,-35.060433,551509,6120109,50,Aglime Lst Lsd,Industrial mineral,LIMESTONE - LIMESAND,Bornholm,Y,"Aglime, Lst, Lsd",Y,,Operating Mine,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20221013
S0230920,Shepherds Lagoon Rd Lot 250/Ayres,Shepherds Lagoon Rd Lot 250 Bornholm  / Ayres,Mine,Openpit,Operating,J04565,Bornholm Lime / Ayres,117.583956,-35.066416,553244,6119436,50,Lst,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2427,ALBANY,SI50-15,ALBANY,"ALBANY, CITY OF","GREAT SOUTHERN, Development Region",70,SOUTH WEST M.F.,Nornalup Zone,20221013
S0230957,Crown Jewel - Boorara,Crown Jewel - Boorara,Mine,Openpit,Operating,J02851,Boorara / Horizon,121.641914,-30.80386,370078,6591346,51,Au Ag,Precious metal,GOLD,,N,,,,,Public,3236,KANOWNA,SH51-10,KURNALPI,"KALGOORLIE-BOULDER, CITY OF","GOLDFIELDS-ESPERANCE, Development Region",26,EAST COOLGARDIE,Eastern Goldfields Superterrane,20221013
S0230961,Lynton North/GMA,Lynton North - Port Gregory/GMA,Mine,Openpit,Operating,J00788,Port Gregory Garnet/GMA,114.256249,-28.146629,230536,6883510,50,Grt Ilm Zrn,Industrial mineral,HEAVY MINERAL SANDS,Lynton,Y,"Grt, Ilm, Zrn",Y,,Operating Mine,Public,1741,HUTT,SH50-01,GERALDTON,"NORTHAMPTON, SHIRE OF","MID-WEST, Development Region",70,SOUTH WEST M.F.,Gascoyne Platform,20221013
S0231031,Runway North,Runway North,Mine,Openpit,Operating,J03673,Sanjiv Ridge,119.679253,-21.420504,777739,7628940,50,Fe,Iron,IRON ORE,,N,,,,,Public,2855,MARBLE BAR,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Gorge Creek Basin,20221013
S0231032,Shark Gully,Shark Gully / Atlas,Mine,Openpit,Operating,J03673,Sanjiv Ridge,119.669611,-21.450806,776682,7625601,50,Fe,Iron,IRON ORE,,N,,,,,Public,2855,MARBLE BAR,SF50-08,MARBLE BAR,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",45,MARBLE BAR,Gorge Creek Basin,20221013
S0231033,Bandys Rd Sand/Ryles,Bandys Road Sand / Ryles,Mine,Openpit,Operating,J03199,Windarra Northeast Sand / Ryles,122.398134,-28.252847,440961,6874641,51,Sd,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3341,MOUNT VARDEN,SH51-02,LAVERTON,"LAVERTON, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",38,MT. MARGARET,Eastern Goldfields Superterrane,20221013
S0231056,Lake Carmody,Lake Carmody,Mine,Openpit,Operating,J04478,Lake Carmody Gypsum,119.363914,-32.531195,722014,6398219,50,Gp,Industrial mineral,GYPSUM,Lake Carmody,Y,Gp,Y,,Operating Mine,Public,2732,HURLSTONE,SI50-04,HYDEN,"KONDININ, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Yilgarn Craton granites,20221013
S0231120,Murrin East ,Murrin East (PAE Production),Mine,Openpit,Operating,J00480,Murrin Murrin / Minara,122.176121,-29.073484,419810,6783593,51,Ni Co,Steel alloy metal,NICKEL,Murrin East,Y,"Ni, Co",Y,,Operating Mine,Public,3339,LAKE CAREY,SH51-06,EDJUDINA,"LEONORA, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",39,MT. MORGANS,Eastern Goldfields Superterrane,20221013
S0231157,Coalfields Hwy Granite Lot 501 Shenton Pit /Catalano,Coalfields Highway Lot 501 Granite Shenton Pit / Catalano,Mine,Openpit,Operating,J03637,Coalfields Highway / Catalano ,115.903136,-33.303997,397886,6314474,50,Agg Gran,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2031,BUNBURY,SI50-06,COLLIE,"HARVEY, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,South West Terrane,20221013
S0231160,Byron Rd Lot 5397 Maiolo Pit 2/Carbone,Byron Rd Upper Capel Lot 5397 Maiolo Pit 2 / Carbone,Mine,Openpit,Operating,J03370,South West Operations  / Carbone,115.77734,-33.65015,386626,6275963,50,Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2030,DONNYBROOK,SI50-06,COLLIE,"DONNYBROOK-BALINGUP, SHIRE OF","SOUTH WEST, Development Region",70,SOUTH WEST M.F.,Bunbury Trough,20221013
S0231209,Bald Hill Central Pit,Bald Hill Central Pit,Mine,Openpit,Operating,J00444,Bald Hill,122.176351,-31.51935,421798,6512545,51,Li Ta,Speciality metal,TIN - TANTALUM - LITHIUM,,N,,,,,Public,3334,YARDINA,SH51-14,WIDGIEMOOLTHA,"COOLGARDIE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",15,COOLGARDIE,Eastern Goldfields Superterrane,20221013
S0231270,Esperance Granite/Esperance Shire,Esperance Granite / Esperance Shire,Mine,Openpit,Operating,J04498,Esperance Shire,121.919806,-33.772764,399979,6262515,51,Agg Aggm,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,3230,ESPERANCE,SI51-06,ESPERANCE,"ESPERANCE, SHIRE OF","GOLDFIELDS-ESPERANCE, Development Region",63,DUNDAS M.F.,Nornalup Zone,20221013
S0231333,Warrawanda South/Mallett,Warrawanda South / Mallett,Mine,Openpit,Operating,J04503,Warrawanda / Mallett,119.873785,-23.630735,793208,7383706,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2850,WARRAWANDA,SF50-16,NEWMAN,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,"Pilbara Craton, Sylvania Inlier",20221013
S0231334,Warrawanda Ck / Mallett,Warrawanda Creek / Mallett,Mine,Openpit,Operating,J04503,Warrawanda / Mallett,119.87969,-23.493125,794117,7398941,50,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2851,NEWMAN,SF50-16,NEWMAN,"MEEKATHARRA, SHIRE OF","MID-WEST, Development Region",52,PEAK HILL M.F.,"Pilbara Craton, Sylvania Inlier",20221013
S0231335,Five Mile Ck/Mallett,Five Mile  Creek / Mallett,Mine,Other,Operating,J04504,Five Mile / Mallett,120.183324,-21.888408,208948,7576856,51,Sd Gvl,Construction material,CONSTRUCTION MATERIALS,,N,,,,,Public,2954,NULLAGINE,SF51-05,NULLAGINE,"EAST PILBARA, SHIRE OF","PILBARA, Development Region",46,NULLAGINE,Mosquito Creek Basin,20221013
S0231377,Guilderton Rd Lot 1001 Limestone / Moore River Sand,Guilderton Rd Lot 1001 Limestone / Moore River Sand,Mine,Openpit,Operating,J02071,Moore River Sand and Limestone / Moore River Sand,115.533861,-31.320135,360496,6533990,50,Lst Sd,Construction material,LIMESTONE - LIMESAND,,N,,,,,Public,2035,GINGIN,SH50-14,PERTH,"GINGIN, SHIRE OF","WHEATBELT, Development Region",70,SOUTH WEST M.F.,Vlaming Sub-basin,20221013
