SITE_CODE,PROJ_CODE,TITLE,SUB_TYPE,STAGE,PROJECT_TITLE,LONGITUDE,LATITUDE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,LGA_NAME,DISTRICT_NAME,TECTONIC_UNIT
S0236327,J01508,Wagtail South Underground,Decline,Operating,Halls Creek - Lamboo Gold,127.35356200000001,-18.424726999999997,Au Ag,Precious metal,GOLD,"HALLS CREEK, SHIRE OF",KIMBERLEY M.F.,"Lamboo Province, Central Zone"
S0236361,J01726,Ramone,Openpit,Operating,Jundee - Nimary,120.84698600000002,-26.559088,Au Ag,Precious metal,GOLD,"WILUNA, SHIRE OF",WILUNA,Yilgarn Craton granites
S0236468,J00184,Karonie Main Zone South,Openpit,Operating,Aldiss - Karonie,122.560074,-31.03926,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",KURNALPI,Eastern Goldfields Superterrane
S0236571,J02013,Plymouth / Gascoyne,Openpit,Operating,Dalgaranga - Gilbeys,117.263648,-27.854278000000004,Au Ag,Precious metal,GOLD,"MOUNT MAGNET, SHIRE OF",YALGOO M.F.,Youanmi Terrane
S0236611,J00069,Main Lode / Barra,Decline,Operating,Burbanks / REG,121.139859,-31.024487,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0236617,J05392,Havieron Underground,Decline,Under Development,Paterson / Greatland Gold,122.640666,-21.727817,Au Cu Ag,Precious metal,GOLD,"EAST PILBARA, SHIRE OF",MARBLE BAR,Anketell Shelf
S0236631,J01005,Dowling Stage 2 Northeast,Openpit,Operating,Mt Cattlin Spodumene,120.038952,-33.561622,Li Ta,Speciality metal,TIN - TANTALUM - LITHIUM,"RAVENSTHORPE, SHIRE OF",PHILLIPS RIVER M.F.,Youanmi Terrane
S0236634,J00725,Anomaly 11 - Woodie Woodie,Openpit,Operating,Woodie Woodie (Mining Corridor) / ConsMin,121.244736,-21.610536,Mn,Steel alloy metal,MANGANESE ORE,"EAST PILBARA, SHIRE OF",MARBLE BAR,Carawine Sub-basin
S0236893,J00009,Rosemont Underground,Decline,Operating,Duketon / Regis Resources,122.278097,-27.843181,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MARGARET,Eastern Goldfields Superterrane
S0237036,J00156,Eridanus,Openpit,Operating,Mt Magnet,117.781675,-28.074885,Au Ag,Precious metal,GOLD,"MOUNT MAGNET, SHIRE OF",MT. MAGNET,Youanmi Terrane
S0237038,J00156,Shannon Underground,Decline,Operating,Mt Magnet,117.78326000000001,-28.060423999999998,Au Ag,Precious metal,GOLD,"MOUNT MAGNET, SHIRE OF",MT. MAGNET,Youanmi Terrane
S0237074,J02723,Boston Shaker Underground,Decline,Operating,Tropicana,124.563896,-29.242172999999998,Au Ag,Precious metal,GOLD,"MENZIES, SHIRE OF",MT. MORGANS,Tropicana Zone
S0237119,J00256,Doublejay,Openpit,Operating,Mt Morgans,122.219195,-28.810940999999996,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MORGANS,Eastern Goldfields Superterrane
S0237254,J00725,Radio Hill Stage 1 (New)  - Woodie Woodie,Openpit,Operating,Woodie Woodie (Mining Corridor) / ConsMin,121.225705,-21.57516,Mn,Steel alloy metal,MANGANESE ORE,"EAST PILBARA, SHIRE OF",MARBLE BAR,Hamersley Basin
S0237291,J01837,Myhree / Black Cat,Openpit,Under Development,New Bulong - Boundary - Kal East Gold Project,121.77530800000001,-30.729096000000002,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",BULONG,Eastern Goldfields Superterrane
S0237465,J05525,Penny North Underground,Decline,Under Development,Penny Gold,118.810248,-28.853327,Au Ag,Precious metal,GOLD,"SANDSTONE, SHIRE OF",BLACK RANGE,Youanmi Terrane
S0237487,J02419,Thunderbox Zone D,Openpit,Operating,Thunderbox Gold,121.00481299999998,-28.183943,Au Ag,Precious metal,GOLD,"LEONORA, SHIRE OF",LAWLERS,Eastern Goldfields Superterrane
S0237860,J01005,Dowling Northwest (Stages 2 and 3),Openpit,Under Development,Mt Cattlin Spodumene,120.03146799999999,-33.56199,Li Ta,Speciality metal,TIN - TANTALUM - LITHIUM,"RAVENSTHORPE, SHIRE OF",PHILLIPS RIVER M.F.,Youanmi Terrane
S0237869,J00017,Bluebird Underground (South Junction),Decline,Operating,Cue Gold - Central Murchison,118.423432,-26.722372999999997,Au Ag,Precious metal,GOLD,"MEEKATHARRA, SHIRE OF",MEEKATHARRA,Youanmi Terrane
S0237887,J02789,Cassini Underground,Decline,Under Development,Widgiemooltha Nickel / Mincor,121.62647,-31.709709999999998,Ni Au,Steel alloy metal,NICKEL,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0238118,J00417,Perch 1 / Billabong,Openpit,Operating,Plutonic Gold,119.491694,-25.32093,Au Ag,Precious metal,GOLD,"MEEKATHARRA, SHIRE OF",PEAK HILL M.F.,Eastern Goldfields Superterrane
S0238303,J03500,Mt Caudan South Open Pit,Openpit,Operating,Parker Range - Mt Caudan Iron,119.551693,-31.626094000000002,Fe,Iron,IRON ORE,"YILGARN, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0238304,J03500,Mt Caudan North Open Pit,Openpit,Operating,Parker Range - Mt Caudan Iron,119.55755800000001,-31.607855999999998,Fe,Iron,IRON ORE,"YILGARN, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0238307,J00152,Hidden Secret,Openpit,Operating,Higginsville,121.814893,-31.779801000000003,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0238425,J00156,Orion,Unspecified,Operating,Mt Magnet,117.789952,-28.071728999999998,Au Ag,Precious metal,GOLD,"MOUNT MAGNET, SHIRE OF",MT. MAGNET,Youanmi Terrane
S0238514,J01407,Cathedral - Christmas Creek,Openpit,Operating,East Pilbara Iron Ore / FMG,119.83058899999999,-22.407888,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",NULLAGINE,Hamersley Basin
S0238550,J01407,Adelle - Cloudbreak,Openpit,Operating,East Pilbara Iron Ore / FMG,119.44835,-22.319411,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",NULLAGINE,Northeast Pilbara Sub-basin
S0238551,J01407,Cockatoo - Cloudbreak,Openpit,Operating,East Pilbara Iron Ore / FMG,119.327125,-22.307419,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",MARBLE BAR,Hamersley Basin
S0238552,J01407,Norfolk - Cloudbreak,Openpit,Operating,East Pilbara Iron Ore / FMG,119.294325,-22.313983,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",MARBLE BAR,Hamersley Basin
S0238603,J00226,Victoria,Openpit,Operating,Marvel Loch - Southern Cross,119.416703,-31.345261999999998,Au Ag,Precious metal,GOLD,"YILGARN, SHIRE OF",YILGARN M.F.,Youanmi Terrane
S0238745,J00056,Green Lantern,Unspecified,Operating,Central Norseman,121.79621999999999,-32.479727000000004,Au Ag,Precious metal,GOLD,"DUNDAS, SHIRE OF",DUNDAS M.F.,"Northern Foreland, Albany-Fraser Orogen"
S0238995,J00358,Moonbeam Underground,Decline,Under Development,Kundana - White Flag,121.24426899999999,-30.721498999999998,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",KUNANALLING,Eastern Goldfields Superterrane
S0239162,J00009,Garden Well Underground,Decline,Under Development,Duketon / Regis Resources,122.356602,-27.905699,Au Ag,Precious metal,GOLD,"LAVERTON, SHIRE OF",MT. MARGARET,Burtville Terrane
S0239197,J01726,Ramone Underground,Decline,Operating,Jundee - Nimary,120.847225,-26.55961,Au Ag,Precious metal,GOLD,"WILUNA, SHIRE OF",WILUNA,Yilgarn Craton granites
S0239212,J00019,Karen Louise,Openpit,Operating,Binduli,121.374508,-30.773674,Au Ag,Precious metal,GOLD,"KALGOORLIE-BOULDER, CITY OF",EAST COOLGARDIE,Eastern Goldfields Superterrane
S0239230,J04392,Miralga West - Rudolph,Openpit,Operating,Miralga Creek,119.318785,-21.023512,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",MARBLE BAR,Gorge Creek Basin
S0239437,J04392,Miralga East - Vixen,Openpit,Under Development,Miralga Creek,119.431357,-20.971593,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",MARBLE BAR,Gorge Creek Basin
S0239438,J04392,Miralga East - Dasher,Openpit,Under Development,Miralga Creek,119.436985,-20.972796,Fe,Iron,IRON ORE,"EAST PILBARA, SHIRE OF",MARBLE BAR,Gorge Creek Basin
S0239470,J00017,Fender Underground,Decline,Operating,Cue Gold - Central Murchison,117.63453999999999,-27.344488000000002,Au Ag,Precious metal,GOLD,"CUE, SHIRE OF",CUE,Youanmi Terrane
S0239485,J00152,Swagman / Karora,Openpit,Operating,Higginsville,121.72306499999999,-31.741825,Au Ag,Precious metal,GOLD,"COOLGARDIE, SHIRE OF",COOLGARDIE,Eastern Goldfields Superterrane
S0239823,J01407,Bigge - Cloudbreak,Openpit,Operating,East Pilbara Iron Ore / FMG,119.205929,-22.286159,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",MARBLE BAR,Hamersley Basin
S0239824,J01407,Norfolk North - Cloudbreak,Openpit,Operating,East Pilbara Iron Ore / FMG,119.318192,-22.289123,Fe,Iron,IRON ORE,"ASHBURTON, SHIRE OF",MARBLE BAR,Hamersley Basin
S0240700,J06158,System Test Site,Openpit,Operating,System Test Project,127.43025300000001,-26.564876,Au,Precious metal,GOLD,"NGAANYATJARRAKU, SHIRE OF",WARBURTON M.F.,Sherriff Shelf
